Comment ID	Comment	Grammatically corrected comment	Politics	Hate Speech	Data																			
82	MEGMELIGALLI I SORROSI ME KIMETEN E RREZIKSHME TE  PAGUANE NGA KRIMINELI I KOMBIT TONE RAMOVICI SOLLEN PALACON ANTI SHQIPTARE EANTI PARTISE DEMOKRATIKE TE KOMBIT TONE E BERISHES ...	Megmeligalli i Sorrisit me Kimeten e rrezikshme te paguar nga krimineli i kombit tone Ramovici. Sollen palacon anti-shqiptare e anti-parti demokratike te kombit tone e Berishes.	Politics	F																				
83	Juve I bini qemaneve si te doni. E vertebra eshte ajo qe degjuam nga vet sekretari i shtetit. Populli e shikon dhe degjon qe Rama eshte lider shume I afte..Ju te opposites mblidheni mendjen lereni Nongraten duhet te shikoni perpara po ju nuk keni bythe te ndaheni nga nongrata	Juve i bini qemaneve si te doni. E verteta eshte ajo qe degjuam nga vete sekretari i shtetit. Populli e shikon dhe degjon qe Rama eshte lider shume i afte. Ju te opozites mblidheni mendjen,  lereni "non grata-en"! Duhet te shikoni perpara, por ju nuk keni bythe te ndaheni nga "non grata"!	Politics	T																				
84	Poshte kolera e mallkuare sigurimset EHAJDUTVE TE SORROSIT PALACOT E ANGLO AMERICANE HAJDUTE SOROVICE TRADHETARE TE DEMOKRACISE SHQIPTARE KRIMINALE RAMOVICE SORROVICE SPAKISTET QE KIMETJA ISTERVITI TE SHKATRROJNE PARTINE DEMOKRATIKE JANE RREZIK PER OPOZITEN E VERTRTE TE KOMMBIT TONE...	Poshte kolerat e mallkuara,  sigurueset e hajduteve te Sorrosit. Palacot anglo-amerikane!  Hajdute Sorovice, tradhetare te demokracise shqiptare, kriminele Ramovice, Sorrivce. Spak-istet qe Kimetja i sterviti te shkaterrojne partine demoktratike. Jane rrezik per opoziten e vertete.	Politics	T																				
85	Parlament Ka Nesho Nuk Ka	Parlament ka, Nesho nuk ka. 	Politics	F																				
86	Sa  budallei me dukeni.ku ka pas opozit shqipria .as nuk ka pas as nuk do ket kurr .ne shqipri ka vetem nje dhe vetem nje .vetem pak  kujtes .ju kujtohet fjala e ramizit.do pranojm qdo gje por kurr mos te leshojm gje ne doren ketyre.kush ishin keta.te persekutumit politik.dhe ju rrifni dhamet	Sa  budallenj me dukeni. Ku ka pasur opozite Shqiperia?  As nuk ka pasur, as nuk do kete kurre .Ne Shqiperi ka nje dhe vetem nje . Vetem pak  kujtese, ju kujtohet fjala e Ramizit : do pranojme çdo gje por kurre mos te leshojme gje ne doren ketyre! Kush ishin keta te persekutumit politik dhe ju rrihni dhembet 	Politics	T																				
87	Sa te papar jena	Sa te papare jemi.	Politics	F																				
88	Baton  prit dhe  9MUAJ DHE DO VESH TI DHE PLERAT TEND NE ALE TE GOMERVE   YYY FUNDWRINE	Baton, prit dhe  9 muaj, dhe do te shkosh ti dhe plehrat e tua ne hale te gomereve, funderrine!	Politics	T																				
89	Po meqe po flet kjo gjyvendeja nuk ja vlen ta ndjek emisjonin	Meqe po flet kjo gjyvendeja, nuk ja vlen ta ndjek emisionin.	Politics	T																				
90	Jeni ba boze...te njejtet fytyra e te njejtat fjale...	Jeni bere boze. Te njejtat fytyra e te njejtat fjale.	Politics	F																				
91	Deri kur do te felliqe kete studio B. Haxhi Stanishici?	Deri kur do ta felliqe kete studio B. Haxhi Stanishici?	Politics	T																				
92	Cuni i balliut i jep mend Amerikes si te beje diplomaci.........HAPU DHEEEEEEEE🤣🤣🤣🤣	Cuni i Balliut i jep mend Amerikes si te beje diplomaci. Hapu dhe!🤣🤣🤣🤣	Politics	F																				
93	O FEJZI  MOS  U SHFAQ  MË IZGJUAR  SE  SA JE  LËRI  TË TJERËT  TË FLASIN PO NUK DO  KËSHTU   MER  BATONIN  DHE  BËJ EMISION	O Fevzi, mos u shfaq me i zgjuar se je! Leri te tjeret te flasin. Por ti nuk do, prandaj merr Batonin te beje emision.	Politics	F																				
94	Dy pederrat Mbeturinat e flliqta 🤮🤮🤮🤮	Dy pederaste, mbeturina te felliqura.🤮🤮🤮🤮	Politics	T																				
95	O Blend, po cilen opozite te takonte, sipas teje?	O Blend, po cilen opozite te takonte, sipas teje?	Politics	F																				
96	"Blendo, Ke Bo i pytje pse ikin Shqiptaret nga Shqiperia?!
Arsyeja e vetme se pse ikin Shqiptaret nga ketu(edhe une ne prill bashk me familjen) 
Jan keta qe fton neper studio sepse keni myt Shqiptaret me ngativitet!"	"Blendo ke bere nje  pyetje pse ikin Shqiptaret nga Shqiperia?!
Arsyeja e vetme se pse ikin shqiptaret nga ketu(edhe une ne prill bashke me familjen) 
jane keta qe fton neper studio, sepse keni mbytur shqiptaret me negativitet!"	Politics	F																				
97	Llumi I kosoves Baton Haxhiu Jashte nga cdo studio televizive.Eshte I paguar nga drogaxhiu Rama	Llumi i Kosoves, Baton Haxhiu! Jashte nga cdo studio televizive.Eshte i paguar nga drogaxhiu Rama.	Politics	T																				
98	Qa fture ke  more ambasador edhe naqat karin	Cfare fytyre ke  more ambasador, edhe na cate karin.	Politics	T																				
99	Tepër fragile thotë ky djali Babit nga Berlini ......shqiptohu në gjuhën Shqipe o majmun	Tepër "fragile" thotë ky djali i babit nga Berlini. Shqiperohu në gjuhën Shqipe o majmun!	Politics	T																				
100	Batonovici ka te drejt qe mbron ramovicin se e pranoj life te blendi qe eshte paguar nga leket e inseratoreve	Batonovici ka te drejte qe mbron Ramovicin sepse  e pranoi live tek Blendi qe eshte paguar nga leket e inseneratoreve.	Politics	F																				
101	Te degjosh balliun e cuditshme	Te degjosh Balliun, e cuditshme!	Politics	F																				
102	Na ke ca karin me kte sipunin e udbs batonin  a ske kan me ftu a ca per cdo lloi teme ky kurva mer pjes	Na ke care karin me kete sipunin e udbs, Batonin! A s'ke ke te ftosh, apo cfare? Per cdo lloj teme kjo kurva merr pjese.	Politics	T																				
103	Blendi Fevziu eshte njeri i Baton Stanishiqit gjegjsisht te sllavizmit qe per neve eshte shum tragjike. Edhe ky far Blinkeni ka ardh per interesat e veta dhe asgje tjeter. Batoni eshte kallauzi ma i madh te shqiptarve ne Ballkan. Bile ky punon per shkatrrimin e kesaj Shqiprije Londineze per interesave edhe te Serbis. Ky i shtin hundet cdo kund qe punohet kunder shqiptarve shqiptarve. Ky per shqiptaret e perkrah Edi Kristaq Ramen i cili nuk punon aspak per te miren e shqiptarve.	Blendi Fevziu eshte njeri i Baton Stanishiqit, gjeresisht te sllavizmit, qe per ne eshte shume tragjike. Edhe ky Blinkeni ka ardhur per interesat e veta dhe asgje tjeter. Batoni eshte kallauzi me i madh i shqiptareve ne Ballkan. Madje ky punon per shkaterrimin e kesaj Shqiperie Londineze, per interesat edhe te Serbise. Ky i fut hundet cdokund qe punohet kunder shqiptarve. Ky  e perkrah Edi Kristaq Ramen, i cili nuk punon aspak per te miren e shqiptarve.	Politics	F																				
104	Ambasadori i karit	Ambasadori i karit.	Politics	T																				
105	Ky ka ardh ne Shqipri per presjon qe ta denojn Berishen! Berisha e akuzoi per shpifje, pra per rrën! Kti duhet me ja lshue Lavrovin per shpine se ai i vjen haqesh ktin mashtrusi	Ky ka ardhur ne Shqiperi per presion, qe ta denojne Berishen! Berisha e akuzoi per shpifje, pra per genjeshter! Ketij duhet t'ia leshosh Lavrovin per shpine, se ai i vjen hakut ketij mashtruesi.	Politics	T																				
106	Jo jo, analizo veten Balliu, jo sekretarin e shtetit, keshtu gaboni.	Jo jo, analizo veten Balliu, jo sekretarin e shtetit, keshtu gaboni.	Politics	F																				
107	"Mirmbrama z.fevziu
Z. Blincen ka ardhur ne shqipri sepse eka derguar Sorrosi kunder Albin kurtit per dinarin 
Siq eka pas derguar Z.Clinton ne kohen kur mori vendim Albin kurti per targat RKS. E qe e fajsuan nga te gjitha anet edhe tash kete qellim pat per fat te keq 😢😢😢😢"	"Mirembrema z.Fevzi!
Z. Blinken ka ardhur ne Shqiperi sepse e ka derguar Sorosi kunder Albin Kurtit per dinarin. 
Siç e ka derguar Z.Clinton ne kohen kur mori vendim Albin Kurti per targat RKS dhe qe e fajesuan nga te gjitha anet, edhe tani kete qellim kishte, per fat te keq. 😢😢😢😢"	Politics	F																				
108	Nuk shkoj ne Parlament Z.Blinken sepse edin aji qe eshte duke e gjykuar krytarin mat madh te opozites Z.Sali Berisha dhe aji bjen ne kundershtim me demokracin.	Nuk shkoj ne Parlament Z.Blinken sepse e di ai qe eshte duke e gjykuar kryetarin me te madh te opozites Z.Sali Berisha, dhe ai bie ne kundershtim me demokracine.	Politics	F																				
109	Pse Blinken spe shpall nongrata Edi Ramen??qe eshte kupola e krimit dhe Korrupciinit???	Pse Blinken nuk e shpall "non grata" Edi Ramen, qe eshte kupola e krimit dhe korrupsionit???	Politics	F																				
110	Z.Balliu Respekt jeni shum inteligjent kshtu si ty iduhet parlamentit shqiptar. e jo ata drogirashat qei mbushin Hundet me drog eqe jan ne parlamentin e spiropalit.😢😢😢😢😢	Z.Balliu respekte ! Jeni shum inteligjent! Keshtu nje si ti i duhet parlamentit shqiptar, e jo ata drogirashat qe i mbushin hundet me droge, qe jane ne parlamentin e Spiropalit.😢😢😢😢😢	Politics	T																				
111	Cilen opozit se jan ber shum😂	Cilen opozite, se jane bere shume?😂	Politics	F																				
112	Do tju mare leje juve ke do ta koje jeni ne terezi juve beti ne juve te kritikoni politiken amerikane po mos kemi ameriken ne nuk do ekzistomin si shtet o llogjike mesjetare	Do t'ju marre leje juve ke do te takoje?  Jeni ne terezi juve? U bete ju te kritikoni politiken amerikane! Po mos te kemi Ameriken, ne nuk do ekzistonim si shtet, o logjike mesjetare!	Politics	T																				
113	"Ore si nuk  Po edika Blinken dhe mazhoranca qe ekan mbushur Parlamentin shqiptar 
Plot me njerez te krimit dhe te korrupciinit deri ne  Fyt, dhe pa fakte e akozojn sali berishen. Qfar eshte kjo demokraci????? 
Jo mor jo ky eshte monizem.😢"	"Ore, si nuk e di Blinken dhe mazhoranca qe e kane mbushur parlamentin shqiptar plot me njerez te krimit dhe te korrupsionit deri ne fyt dhe pa fakte e akuzojne Sali Berishen. Cfare eshte kjo demokraci????? 
Jo mor jo, ky eshte monizem.😢"	Politics	F																				
114	Shen Kozmai i Beratit ka thene: "Popujt e Ballkanit,rreth viteve 2000...do te ndodhen buze nje gremine, mjerr po kthyhen koken  nga Lindja...dhe lum po kthehu syte nga PERENDIMI🙏🙏🙏🙏🙏🙏	Shen Kozmai i Beratit ka thene: "Popujt e Ballkanit,rreth viteve 2000 do te ndodhen buze nje gremine, mjere po kthyhen koken nga Lindja dhe lum po kthehu syte nga Perendimi🙏🙏🙏🙏🙏🙏	Politics	F																				
115	Amerikanet jan ok me tipa qe paguajn si rama saliu I kundershtoi disa pagesa prandaj e moren inat amerikanet por mos harroni leket qe paguan rama jan leket e popullit	Amerikanet jane ne rregull me tipa qe paguajne si Rama. Saliu i kundershtoi disa pagesa prandaj e moren inat amerikanet, por mos harroni leket qe paguan Rama jane leket e popullit.	Politics	F																				
116	Nesho. spiuni Balliu I vogel dihen spiun qen bir Qenash po keta te rinjte varri  Leshte gjynah ky cuni I Gjermanise Kane harxhuar leke kot per kete kungull	Nesho spiuni, balliu i vogel, dihet spiun qen bir qeni. Po keta te rinjte, vari leshte! Gjynah ky cuni i Gjermanise, kane harxhuar leket kot per kete kungull.	Politics	T																				
117	Televizion ku....qe te fejziu te Batoni e krejt klyshat e rames qe vijne te fejziu fejzi u e Batoni dy by....e  klanit	Televizion kurvash qe nga Fevziu, Batoni e te gjithe kelyshat e Rames qe vijne te. Feviu e Batoni dy by....e  klanit	Politics	T																				
118	KUDRAT OSE MEQKAT E EDUIN KRISTAQ RAMAVUQIQIT SI BATON STANOJKOVIQIT E E KJO DREDHEZA E LEPIRJES SE BYTHESSE SHITUR OSE KY DREHARAKU I KRYE KRIMINELIT SERB E KA HALLIN SI TA SHPERBEJ SHQIPERIN E POPULLIT SHQIPTAR  LARG SHKOFSHI BASHK ME BATON STANISHIQI TURP TURP JU QOFT O ZAGARET OSE HIJET E SHEKULLIT	Kudrat ose meqkat e Eduin Krista Ramavuqiqit si Baton Stanojkoviqit e kjo dredesa e lepirjes se bythes se shitur ose ky dredharaku i kryekriminelit serb e ka hallin si ta shperbeje Shqiperine e popullit shqipetar. Larq qofshi bashke me Baton Stanishiqi! Turp, turp ju qofte o zagaret ose hijet e shekullit!	Politics	F																				
119	"Data sot 16 shkurt 2024 .
I thoni kesaj k@rlepireses Gjylameti qe MCGONIGAL  u denua me 28 muaj burg per korruptimin qe i beri Rama dhe kjo karja thote qe nuk eshte faktuar."	"Data sot 16 shkurt 2024 .
I thoni kesaj karlepireses Gjylameti qe MCGONIGAL  u denua me 28 muaj burg per korrupsionin qe i beri Rama dhe kjo karja thote qe nuk eshte faktuar."	Politics	T																				
120	MCGONIGAL U DENUA SOT ME DATEN 16 SHKURT ME 28 MUAJ BURG PER CESHTJEN SHQIPTARE DHE KORRUPTIMIN QE I BERI RAMA !!!!!!	Mcgonigal u denua sot me daten 16 shkurt, me 28 muaj burg per çeshtjen shqiptare dhe korrupsionin qe beri Rama !	Politics	F																				
121	Ambasador ky kari mos o zot sa lek i ka dhen likia e sala per propagand ?pse nuk thote ky kurva qe sala e likia jan dy kreminel te shqipetarve .i kan viedhur i kan vrar .	Ambasador ky kari, mos o zot! Sa leke i ka dhene Likia e Sala per propagande ? Pse nuk thote ky kurva qe Sala e Likia jan dy kriminele te shqiptareve? I kane vjedhur, i kane vrare!	Politics	T																				
122	"Baton Haxhiu keshtu e Kshillonte edhe Hashim Thaçin sikur se Tani Edi Ramën....
Keshtu i Thoshte H. THaçit se Amerikanet po të Respektojn si Gerge Washingtoin..
Por nuk ka Treguar se pikrisht Americanet ishin Që E Burgosen H. THaçin  e Atë me plot  të Drejt kur Opinioni i ka të Çarta Vepret që mban në Vete.
E mos Ngrenja e Darkes në Shqiperi  pas 9 Oresh Qëndrimi ne nje Shtet Tregon Vetvetiu Mos Besimin si Nje Musafir i madh .
Mendimi im asht se Americanet Erdhen ti Thon Shqiperis te Armatosen Mir të Ndajn Politiken Shqiptare nga Ajo serbe  Dhe ti bëjn me Dije Edi Rames se te Pregaditej nga Largimi I tij nga Qeveria se mund te Kapet nga Drejtsia per perfshirjen e tij me  njeriun SHERBIMIT Sekret American"	"Baton Haxhiu keshtu e keshillonte edhe Hashim Thaçin, sikurse tani Edi Ramën.
Keshtu i thoshte H. Thaçit, se amerikanet po të respektojne si Gerge Washingtoi, por nuk ka treguar se pikerisht amerikanet ishin qe e burgosen H. THaçin , me plote  të drejte,  kur opinioni i ka të qarta veprat që mban në vete.
E mos ngrenja e darkes ne Shqiperi pas 9 oresh qendrim ne nje shtet,  tregon vetvetiu mosbesimin si nje mysafir i madh.
Mendimi im eshte se amerikanet erdhen t'i thone Shqiperise te armatosen mire,  të ndajne politiken shqiptare nga ajo serbe  dhe t'i bëjne me dije Edi Rames qe te pergatitet per largimi i tij nga qeveria se mund te kapet nga drejtesia per perfshirjen e tij me  njeriun e Sherbimit Sekret Amerikan."	Politics	F																				
123	😂😂😂injorantet e pd u jepet hapesir të tregojn idjotsirat 😂😂😂	😂😂😂Injorantet e PD-se, u jepet hapesire të tregojne idiotesite!😂😂😂	Politics	T																				
124	"Balliu rend fare
Neshon per cfare e therrisni aman, ky s'mendon me koken e vet si shumica . Se te gjithe mbajne ane politike,po jo si ky pa sens llogjik. 
Stabiliteti qe ka patur vendi si pelqen Neshos,ai e do te jete 97, Gerdec, 21 Janar , se kshu i duket bukur qe zgerdhihet kot ?
Ky ne skype eshte pa arsytim fare haha ,pupu ca njerezish dalin e flasin 😂
Ndersa kjo me te zeza, i duket se Amerika eshte ne 3 luftra aktualisht 😅  bota kshu ka qen gjithmone moj bij....kshu fronte i ka patur non-stop bota dhe me keq, nuk do te thote qe qenka ne lufte ..."	"Balliu rende fare!
Neshon per cfare e therrisni aman, ky s'mendon me koken e vet si shumica. Te gjithe mbajne ane politike,po jo si ky pa sens logjik. 
Stabiliteti qe ka patur vendi s'i pelqen Neshos,ai e do te jete 97, Gerdec, 21 Janar , se keshtu i duket bukur qe zgerdhihet kot ?
Ky ne skype eshte pa arsyetim fare, pupu ca njerezish dalin e flasin !😂
Ndersa kjo me te zeza, i duket se Amerika eshte ne 3 luftra aktualisht 😅  bota keshtu ka qene gjithmone moj bije....keshtu fronte i ka patur non-stop bota dhe me keq, nuk do te thote qe qenka ne lufte."	Politics	T																				
125	Per respek si nuk keni turp qe folni o serb	Per respekt, si nuk keni turp qe flisni o Serb?	Politics	F																				
126	Nesho ti je i paftyr te ka bler Meta te ka futur ne zhep te vogel .	Nesho ti je i pafytyre! Te ka blere Meta, te ka futur ne xhep te vogel.	Politics	T																				
127	Balliu pler laj gojen kur te zesh ne goj Ameriken o funderir	Balliu plehre, laj gojen kur te zesh ne goje Ameriken, o funderrine!	Politics	T																				
128	Me vjen keqe per blendin sepse BLINKEN nuke takoi saiovic berishakov!!!!!!	Me vjen keq per Blendin sepse Blinken nuk e takoi Saiovic Berishakov!!!!!!	Politics	F																				
129	Blinken po i bie trupose nga forca e resultateve te Rusise qe po poshteron tere perendimin me ne krye Amerikes qe ka falimentuare para trazirave qe V.Putin po i krijon si ne Israel e tani mbajne shprese ti hapin trazira dhe ne Serbi Kosove keshtu qe Blinken po pregatit nje tjeter Israel per te bllokuare Sllavet e jugut te Ballkanit por strategu  V.Putin edhe ne kete plan Amerikan Rusia e ka ne tavoline si ta frontoje e turperoi Ameriken ne arenen nderkombetare.Amerika ka falimentuare totalisht ne opinionin Boterore imagjinoni per kanditaturen per presìdent jane dy pleq me panolina per te mos lagin pantallonat nga urina. Personalisht nuk me intereson te sipatizojne beje tifo per Ruset perkundrazi ti shofe ne situata te veshtira se me kane lene pa  atdhe kane favorizuare Greket ne gjenocidin Çam sigurisht me Angline, Francen ,Gjermanine ku kane qene present ne gjenocidin qe bene Greket kunder Popullsise Çame kane dhe xhiruar e fotografuar episode te gjenocidit ndaj popullit te pa mbrojtur me fakte shtete putanash.	Blinken-it po i bie trompose nga forca dhe rezultatet e Rusise qe po poshteron tere perendimin me ne krye Ameriken e cila ka falimentuar para trazirave qe V.Putin po i krijon si ne Israel, e tani mbajne shprese ti hapin trazira dhe ne Serbi e Kosove. Keshtu qe Blinken po pergatit nje tjeter Israel per te bllokuar sllavet e jugut te Ballkanit, por strategu  V.Putin edhe ne kete plan amerikan,  Rusia e ka ne tavoline si ta ballafaqoje. E turperoi Ameriken ne arenen nderkombetare. Amerika ka falimentuar totalisht ne opinionin boteror, imagjinoni per kanditaturen per presìdent. Jane dy pleq me panolina qe te mos lagin pantallonat nga urina. Personalisht nuk me intereson te simpatizojne, bejne tifo per ruset perkundrazi ti shoh ne situata te veshtira se me kane lene pa  atdhe, kane favorizuare Greket ne gjenocidin Çam sigurisht me Angline, Francen ,Gjermanine ku kane qene te pranishem ne gjenocidin qe bene Greket kunder poopullsise çame. Kane dhe xhiruar e fotografuar episode te gjenocidit ndaj popullit te pambrojtur me fakte,shtete putanash.	Politics	T																				
